Book-Title,Author-Name,Description,Level,Image-URL,ISBN,Ratings,Genres
Machine Learning with TensorFlow, Nishant Shukla,"Machine Learning with TensorFlow gives readers a solid foundation in machine-learning concepts plus hands-on experience coding TensorFlow with Python. You'll learn the basics by working with classic prediction, classification, and clustering algorithms. Then, you'll move on to the money chapters: exploration of deep-learning concepts like autoencoders, recurrent neural networks, and reinforcement learning. Digest this book and you will be ready to use TensorFlow for machine-learning and deep-learning applications of your own.",advanced,"https://m.media-amazon.com/images/I/419NiP+NnkL._SX258_BO1,204,203,200_.jpg",1617293873,4.5,ML
 Introduction to Machine Learning with Python: A Guide for Data Scientists,Andreas C. Müller & Sarah Guido," Machine Learning with Python teaches you the basics of machine learning and provides a thorough hands-on understanding of the subject.You’ll learn important machine learning concepts and algorithms, when to use them, and how to use them. The book will cover a machine learning workflow: data preprocessing and working with data, training algorithms, evaluating results, and implementing those algorithms into a production-level system.",advanced,"https://m.media-amazon.com/images/I/51d4ivN7DGL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",1449369413,4.7,ML
 Python Machine Learning: A Technical Approach to Machine Learning for Beginners, Leonard Eddison,"Python machine learning: a guide for beginnersThis book contains:Machine learning: a guide for beginnersPython: A Complete Step By Step Beginners Guide To Programming With PythonWhat exactly is machine learning and why is it so valuable in the online business world? Simply put, it is a method of data analysis that uses algorithms that learn from data and produce specific results without being specifically programmed to do so. These algorithms can analyze data, calculate how frequently certain parts of it are used and generate responses based on this calculations in order to automatically interact with users.The main topics:What does Machine Learning meanMachine Learning And Artificial IntelligenceSome of the branches of Artificial IntelligenceDecision trees in relation to Machine LearningWhat Python is and how to get started with itWhat input and output mean in PythonThe way that Python evolved throughout timeAfter reading this book, you will be able to write simple codes using Python. You will also know the direction that you should go after you have surpassed the beginner level of Python",beginners,"https://m.media-amazon.com/images/I/51frqsg115L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1986340872,1.9,ML
Artificial Intelligence and Machine Learning for Business, Scott Chesterton," This book will be most useful for machine learning engineers and analytics managers at organizations who are looking to develop new AI and ML projects to spur business growth or to build their enterprise strategy. Through this book, Chesterton introduces readers to machine learning projects and how they can be used to improve an organizations capabilities and competitiveness and how machine learning teams can prepare for new challenges when deploying machine learning at scale.",intermediate,"https://m.media-amazon.com/images/I/51bV6usAAFL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1081544643,4.4,ML
Machine Learning with R (Expert techniques for predictive modelling) ,Brett Lantz,"While the initial chapters of Brett Lantz book feature plenty of information for beginners on machine learning, understanding how machines learn, and conducting machine learning with R, the narrative soon graduates to more technical aspects with information on practical applications.

Lantz also offers useful tips like generalizing tabular data structures with tibble, speeding and simplifying data preparation with dplyr, reading and writing to external data files, working with online data services, parsing XML documents and JSON from Web APIs, managing very large datasets, using massive matrices with bigmemory, conducting parallel cloud computing, deploying optimized learning algorithms, and performing GPU computing.",intermediate,"https://m.media-amazon.com/images/I/51f4sFFMx3L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",1788295862,4.1,ML
Never Send a Human to Do a Machine?s Job: Correcting the Top 5 EdTech Mistakes ," Yong Zhao, Gaoming Zhang, Jing Lei, Wei Qiu","Technology has transformed lives. Why then, has it not transformed education? What needs to change to ensure integration that empowers students and enhances teacher depth? Learn how to let technology cultivate student autonomy, creativity, and responsibility while focusing on lessons that hone higher-order and critical thinking skills. ",intermediate,"https://m.media-amazon.com/images/I/51yuDl2U09L._SX331_BO1,204,203,200_.jpg",9.78E+12,4,ML
"Practicing Trustworthy Machine Learning: Consistent, Transparent, and Fair AI Pipelines","Yada Pruksachatkun, Matthew Mcateer, Subhabrata Majumdar ","Authors Yada Pruksachatkun, Matthew McAteer, and Subhabrata Majumdar translate best practices in the academic literature for curating datasets and building models into a blueprint for building industry-grade trusted ML systems. With this book, engineers and data scientists will gain a much-needed foundation for releasing trustworthy ML applications into a noisy, messy, and often hostile world.",intermediate,"https://m.media-amazon.com/images/I/41DR1JoaQRL._SX379_BO1,204,203,200_.jpg",1098120272,5,ML
Applied Predictive Modeling,Max Kuhn,"Applied Predictive Modeling covers the overall predictive modeling process, beginning with the crucial steps of data preprocessing, data splitting and foundations of model tuning. The text then provides intuitive explanations of numerous common and modern regression and classification techniques, always with an emphasis on illustrating and solving real data problems. The text illustrates all parts of the modeling process through many hands-on, real-life examples, and every chapter contains extensive R code for each step of the process",intermediate,"https://m.media-amazon.com/images/I/411g5ej-uSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1461468485,3.5,ML
Bridging the AI Gap: Why some leaders create immense value through AI while others don’t,"Fluid AI Artificial Intelligence, Abhinav Aggarwal, Raghav Aggarwal ","Yet when AI succeeds it has the ability of fundamentally shifting the way things are done to yield 10X the results in half the effort. Imagine if you led those results in your company!

In such a world, those individuals that can successfully bridge the gap between what people expect from AI and what end up achieving by implementing AI, will be the leaders in this new era.
This book covers those exact secrets! And guess what, its written by an AI that was created at our labs at Fluid AI!",advanced,"https://m.media-amazon.com/images/I/41XFINKbWXL._SX311_BO1,204,203,200_.jpg",13484846837,5,ML
Advanced Deep Learning with Keras,Rowel Atienza,"Among the most popular books ever in the subject of programming algorithms, Rowel Atienza’s comprehensive guide offers lessons on evolving deep learning techniques such as Generative Adversarial Networks (GANs), Variational Autoencoders (VAEs), and Deep Reinforcement Learning (DRL) that are churning out better AI results than ever before",advanced,"https://m.media-amazon.com/images/I/41SVX-AxhHL._SX404_BO1,204,203,200_.jpg",1788629418,4.5,ML
Ultimate Step by Step Guide to Machine Learning Using Python: Predictive modelling concepts explained in simple terms for beginners,Daneyal Anis,"After reading this book you will be able to:
1) Code in Python with confidence
2) Build new machine learning models from scratch
3) Know how to clean and prepare your data for analytics
4) Speak confidently about statistical analysis techniques",advanced,"https://m.media-amazon.com/images/I/41FIqPa0azL._SX331_BO1,204,203,200_.jpg",979-8611399538,4.7,ML
"Python Data Analytics: With Pandas, NumPy, and Matplotlib",Fabio Nelli,"Author Fabio Nelli expertly demonstrates using Python for data processing, management, and information retrieval. Later chapters apply what you've learned to handwriting recognition and extending graphical capabilities with the JavaScript D3 library. Whether you are dealing with sales data, investment data, medical data, web page usage, or other data sets, Python Data Analytics, Second Edition is an invaluable reference with its examples of storing, accessing, and analyzing data.",beginners,"https://m.media-amazon.com/images/I/41je0OWhcqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1484239121,5,ML
Machine Learning in Production: Developing and Optimizing Data Science Workflows and Applications (Addison-Wesley Data & Analytics Series) ,Andrew Kelleher &  Adam Kelleher,"Andrew Kelleher and Adam Kelleher walk you through well-formed, concrete principles for approaching common data science problems, giving you an easy-to-use checklist for effective execution. Using their principles and techniques, you’ll gain deeper understanding of your data, learn how to analyze noise and confounding variables so they don’t compromise your analysis, and save weeks of iterative improvement by planning your projects more effectively upfront.",beginners,"https://m.media-amazon.com/images/I/51UQIanHPuL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",134116542,2.5,ML
" Information Theory, Inference, and Learning Algorithms",David J.C. MacKay,"Information theory and inference taught together in this exciting textbook, lie at the heart of many important areas of modern technology – communication, signal processing, data mining, machine learning, pattern recognition, computational neuroscience, bioinformatics, and cryptography. The book introduces theory in tandem with applications. Uniquely, the book covers state-of-the-art error-correcting codes, including low-density-parity-check codes, turbo codes, and digital fountain codes – the twenty-first-century standards for satellite communications, disk drives, and data broadcast.",intermediate,"https://m.media-amazon.com/images/I/515m5HrAugL._SX379_BO1,204,203,200_.jpg",521642981,4.5,ML
"Deep Learning Illustrated: A Visual, Interactive Guide to Artificial Intelligence (Addison-Wesley Data & Analytics Series)","Jon Krohn, Grant Beyleveld, Aglaé Bassens","""The authors’ clear visual style provides a comprehensive look at what’s currently possible with artificial neural networks as well as a glimpse of the magic that’s to come.""",advanced,"https://m.media-amazon.com/images/I/41WOFBbZYyL._SX381_BO1,204,203,200_.jpg",135116694,4,ML
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications," V Kishore Ayyadevara, Yeshwanth Reddy","You'll start by building a neural network (NN) from scratch using NumPy and PyTorch and discover best practices for tweaking its hyperparameters. You'll then perform image classification using convolutional neural networks and transfer learning and understand how they work. As you progress, you'll implement multiple use cases of 2D and 3D multi-object detection, segmentation, human-pose-estimation by learning about the R-CNN family, SSD, YOLO, U-Net architectures, and the Detectron2 platform. The book will also guide you in performing facial expression swapping, generating new faces, and manipulating facial expressions as you explore autoencoders and modern generative adversarial networks. You'll learn how to combine CV with NLP techniques, such as LSTM and transformer, and RL techniques, such as Deep Q-learning, to implement OCR, image captioning, object detection, and a self-driving car agent. Finally, you'll move your NN model to production on the AWS Cloud.",advanced,"https://m.media-amazon.com/images/I/51vM496ib4L._SX404_BO1,204,203,200_.jpg",1839213477,4.5,ML
Feature Engineering and Selection (Chapman & Hall/CRC Data Science Series),"Max Kuhn, Kjell Johnson",The process of developing predictive models includes many stages. Most resources focus on the modeling algorithms but neglect other critical aspects of the modeling process. This book describes techniques for finding the best representations of predictors for modeling and for nding the best subset of predictors for improving model performance. A variety of example data sets are used to illustrate the techniques along with R programs for reproducing the results.,intermediate,"https://m.media-amazon.com/images/I/41Iu2bXXUgL._SX347_BO1,204,203,200_.jpg",1138079227,4.5,ML
"Patterns, Predictions, and Actions: Foundations of Machine Learning"," Moritz Hardt , Benjamin Recht ","Patterns, Predictions, and Actions introduces graduate students to the essentials of machine learning while offering invaluable perspective on its history and social implications. Beginning with the foundations of decision making, Moritz Hardt and Benjamin Recht explain how representation, optimization, and generalization are the constituents of supervised learning. They go on to provide self-contained discussions of causality, the practice of causal inference, sequential decision making, and reinforcement learning, equipping readers with the concepts and tools they need to assess the consequences that may arise from acting on statistical decisions.",advanced,"https://m.media-amazon.com/images/I/41MwaMAfhxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",069123373X,4.5,ML
"Data-Intensive Text Processing with MapReduce (Synthesis Lectures on Human Language Technologies, 7)"," Jimmy Lin , Chris Dyer , Graeme Hirst ","Our world is being revolutionized by data-driven methods: access to large amounts of data has generated new insights and opened exciting new opportunities in commerce, science, and computing applications. Processing the enormous quantities of data necessary for these advances requires large clusters, making distributed computing paradigms more crucial than ever. MapReduce is a programming model for expressing distributed computations on massive datasets and an execution framework for large-scale data processing on clusters of commodity servers. The programming model provides an easy-to-understand abstraction for designing scalable algorithms, while the execution framework transparently handles many system-level details, ranging from scheduling to synchronization to fault tolerance. This book focuses on MapReduce algorithm design, with an emphasis on text processing algorithms common in natural language processing, information retrieval, and machine learning. We introduce the notion of MapReduce design patterns, which represent general reusable solutions to commonly occurring problems across a variety of problem domains. This book not only intends to help the reader ""think in MapReduce"", but also discusses limitations of the programming model as well. Table of Contents: Introduction / MapReduce Basics / MapReduce Algorithm Design / Inverted Indexing for Text Retrieval / Graph Algorithms / EM Algorithms for Text Processing / Closing Remarks",intermediate,"https://m.media-amazon.com/images/I/415JSvSo3jL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",1608453421,4.5,ML
Mining of Massive Datasets," Jure Leskovec , Anand Rajaraman, Jeffrey David Ullman","The authors explain the tricks of locality-sensitive hashing and stream-processing algorithms for mining data that arrives too fast for exhaustive processing. Other chapters cover the PageRank idea and related tricks for organizing the Web, the problems of finding frequent itemsets, and clustering",intermediate,"https://m.media-amazon.com/images/I/41S4dkiG3jL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1108476341,4.5,ML
Deep Learning on Graphs," Yao Ma, Jiliang Tang","Deep learning on graphs has become one of the hottest topics in machine learning. The book consists of four parts to best accommodate our readers with diverse backgrounds and purposes of reading. Part 1 introduces basic concepts of graphs and deep learning; Part 2 discusses the most established methods from the basic to advanced settings; Part 3 presents the most typical applications including natural language processing, computer vision, data mining, biochemistry and healthcare; and Part 4 describes advances of methods and applications that tend to be important and promising for future research.",advanced,"https://m.media-amazon.com/images/I/41rIlWzHjFL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1108831745,4.5,ML
Dive Into Deep Learning: Tools for Engagement,"Joanne Quinn, Joanne J. McEachen, Michael Fullan, Mag Gardner, Max Drummy","Deep Learning: Engage the World Change the World, provides an essential roadmap for building capacity in teachers, schools, districts, and systems to design deep learning, measure progress, and assess conditions needed to activate and sustain innovation. Loaded with tips, tools, protocols, and real-world examples, the easy-to-use guide has everything educators need to construct and drive meaningful deep learning experiences that give purpose, unleash student potential, and prepare students to become problem-solving change agents in a global society. ",advanced,"https://m.media-amazon.com/images/I/41WUpmUuM1L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",1544361378,4.5,ML
The Light Pirate,Brooks-Dalton,"Florida is slipping away. As devastating weather patterns and rising sea levels gradually wreak havoc on the state’s infrastructure, a powerful hurricane approaches a small town on the southeastern coast. Kirby Lowe, an electrical line worker; his pregnant wife, Frida; and their two sons, Flip and Lucas, prepare for the worst. When the boys go missing just before the hurricane hits, Kirby heads out into the high winds to search for them. Left alone, Frida goes into premature labor and gives birth to an unusual child, Wanda, whom she names after the catastrophic storm that ushers her into a society closer to collapse than ever before. As Florida continues to unravel, Wanda grows. Moving from childhood to adulthood, adapting not only to the changing landscape, but also to the people who stayed behind in a place abandoned by civilization, Wanda loses family, gains community, and ultimately, seeks adventure, love, and purpose in a place remade by nature.",beginners,https://m.media-amazon.com/images/I/41ORBfH6HFL._SY346_.jpg,1538708272,4.17,Fiction
All the Dark Places,Terri Parlato,"A dark new thriller perfect for fans of Megan Miranda and Shari Lapena where murder exposes the dark secrets at the center of a group of friends and sets two women – one with a traumatic past, the other a Boston police detective – on a hunt for truth.",intermediate,"https://m.media-amazon.com/images/I/51gXFc1WMML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",149673856X,3.89,Fiction
The Poison Season,Mara Rutherford,"Outsiders are always given a choice: the Forest or the lake. Either way, they're never heard from again. Leelo has spent her entire life on Endla, coexisting with the bloodthirsty Forest and respecting the poisonous lake that protects her island from outsiders who seek to destroy it.",intermediate,"https://m.media-amazon.com/images/I/41JoJk2t8EL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",133591580X,3.86,Fiction
"Nine Liars (Truly Devious, #5)",Maureen Johnson,"Senior year at Ellingham Academy for Stevie Bell isn’t going well. Her boyfriend, David, is studying in London. Her friends are obsessed with college applications. With the cold case of the century solved, Stevie is adrift. ",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1650735371i/60495147.jpg,63032651,4.08,Fiction
"Stella Maris (The Passenger, #2)",Cormac McCarthy,"NEW YORK TIMES BEST SELLER - The Pulitzer Prize-winning author of The Road returns with the second volume of The Passenger series: Stella Maris is an intimate portrait of grief and longing, as a young woman in a psychiatric facility seeks to understand her own existence",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1658241766i/60526802.jpg,307269000,4.08,Fiction
A Small Affair,Flora Collins,"A seesaw of rising tension that ultimately delivers a raw, crashing conclusion… An intensely emotional psychological roller coaster.” —Library Journal on Nanny DearestA young woman's life is torn apart when her wealthy ex-lover is found dead—along with his wife. ",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1666029309i/60099654.jpg,778386937,3.59,Fiction
A History of Fear, Luke Dumas,"Grayson Hale, the most infamous murderer in Scotland, is better known by a different name: the Devil’s Advocate. The twenty-five-year-old American grad student rose to instant notoriety when he confessed to the slaughter of his classmate Liam Stewart, claiming the Devil made him do it.",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1650210426i/60321523.jpg,1982199024,3.83,Fiction
A Dangerous Business,Jane Smiley,"From the beloved Pulitzer Prize-winning and best-selling author of A Thousand Acres: a mystery set in 1850s Gold Rush California, as two young prostitutes—best friends Eliza and Jean—follow a trail of missing girls. Monterey, 1851",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1668952974i/60603268.jpg,525520333,3.41,Fiction
"Roses, in the Mouth of a Lion",Bushra Rehman,"For readers of On Earth We're Briefly Gorgeous and My Brilliant Friend, Bushra Rehman's Roses, in the Mouth of a Lion is an unforgettable story about female friendship and queer love in a Muslim-American community.Razia Mirza grows up amid the wild grape vines and backyard sunflowers of Corona, Queens, with her best friend, Saima, by her side. When a family rift drives the girls apart, Razia’s heart is broken. She finds solace in Taslima, a new girl in her close-knit Pakistani-American community. They embark on a series of small rebellions: listening to scandalous music, wearing miniskirts, and cutting school to explore the city. When Razia is accepted to Stuyvesant, a prestigious high school in Manhattan, the gulf between the person she is and the daughter her parents want her to be, widens. At Stuyvesant, Razia meets Angela and is attracted to her in a way that blossoms into a new understanding. When their relationship is discovered by an Aunty in the community, Razia must choose between her family and her own future. Punctuated by both joy and loss, full of ’80s music and beloved novels, Roses, in the Mouth of a Lion is a new classic: a fiercely compassionate coming-of-age story of a girl struggling to reconcile her heritage and faith with her desire to be true to herself. ",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646028929i/59808046.jpg,1250834783,3.89,Fiction
The Book of Everlasting Things, Aanchal Malhotra,"On a January morning in 1938, Samir Vij first locks eyes with Firdaus Khan through the rows of perfume bottles in his family’s ittar shop in Lahore. Over the years that follow, the perfumer’s apprentice and calligrapher’s apprentice fall in love with their ancient crafts and with each other, dreaming of the life they will one day share. But as the struggle for Indian independence gathers force, their beloved city is ravaged by Partition. Suddenly, they find themselves on opposite sides: Samir, a Hindu, becomes Indian and Firdaus, a Muslim, becomes Pakistani, their love now forbidden. Severed from one another, Samir and Firdaus make a series of fateful decisions that will change the course of their lives forever.",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644887589i/59808042.jpg,1250802024,4.04,Fiction
A Dash of Salt and Pepper,Kosoko Jackson,"Sometimes two cooks in the kitchen are better than one in this swoony romantic comedy from the author of I'm So (Not) Over You. Xavier Reynolds is doing less than stellar. He just got dumped, was passed over for a prestigious fellowship, and to top it all off he's right back home in Harper's Cove, Maine (population: 9,000). The last thing he wants to do is to work as a prep chef in the kitchen of the hip new restaurant in town, The Wharf. Especially since the hot, single-father chef who owns it can't delegate to save his life. Logan O'Hare doesn't understand Xavier or why every word out of his mouth is dipped in sarcasm. Unfortunately, he has no choice but to hire him--he needs more help in the kitchen and his tween daughter, Anne, can only mince so many onions. It might be a recipe for disaster, but Logan doesn't have many options besides Xavier. Stuck between a stove and a hot place, Logan and Xavier discover an unexpected connection. But when the heat between them threatens to top the Scoville scale, they'll have to decide if they can make their relationship work or if life has seasoned them too differently. ",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1650556106i/60621105.jpg,593334469,3.54,Fiction
Someone Had To Do It, Amber Brown,"SOMEONE HAD TO MAKE HIM PAY. SOMEONE HAD TO TAKE HER DOWN. Brandi Maxwell is living the dream as an intern at prestigious New York fashion house Simon Van Doren. Except “living the dream” looks more like scrubbing puke from couture dresses worn by hard-partying models and putting up with microaggressions from her white colleagues. Still, she can’t help but fangirl over Simon’s it-girl daughter, Taylor. Until one night, at a glamorous Van Doren party, when Brandi overhears something she shouldn’t have, and her fate becomes dangerously intertwined Taylor’s. Model and influencer Taylor Van Doren has everything…and is this close to losing it all. Her fashion mogul father will donate her inheritance to charity if she fails her next drug test, and he’s about to marry someone nearly as young as Taylor, further threatening her stake in the family fortune. But Taylor deserves the money that’s rightfully hers. And she’ll go to any lengths to get it, even if that means sacrificing her famous father in the process. All she needs is the perfect person to take the fall... ",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1664249397i/59952179.jpg,1525899961,3.92,Fiction
The Ingenue,Rachel Kapelke-Dale,"My Dark Vanessa meets The Queen's Gambit in this new novel of suspense about the bonds of family, the limits of talent, the risks of ambition, and the rewards of revenge. ",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660602743i/59808188.jpg,1250834562,3.75,Fiction
The Secret Society of Salzburg, Renee Ryan,"From the author of The Widows of Champagne, and inspired by true events, comes a gripping and heartwrenching story of two very different women united to bring light to the darkest days of World War II. London, 1933 At first glance, Austrian opera singer Elsa Mayer-Braun has little in common with the young English typist she encounters on tour. Yet she and Hattie Featherstone forge an instant connection—and strike a dangerous alliance. Using their friendship as a cover, they form a secret society with a daring goal: to rescue as many Jews as possible from Nazi persecution. ",intermediate,https://m.media-amazon.com/images/I/412aeS29PjL._SY346_.jpg,1335427562,4.55,Fiction
The Lost Witch,Paige Crutcher,"In Paige Crutcher's The Lost Witch, a witch discovers that finding your way home is sometimes the most perilous journey of all.1922. Brigid Heron is a powerful witch and healer in the seemingly lost, but charming small town of Evermore on a forgotten isle in Ireland.",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661864232i/59808290.jpg, 125079739X,3.3,Fiction
Only One Lie,Audrey J. Cole,"From the author of The Pilot’s Daughter and The Final Hunt comes a thrilling, suspense-driven mystery set in World War II-era Seattle. Seattle, 1942. News of the war is interrupted by the kidnapping of young Max Ellis, heir to the wealthiest banking family on the west coast. When the boy’s parents comply with the ransom demands, the kidnapper is found dead and their son remains missing. For newlywed Vera Chandler, the story hits close to home—her husband Hugh is just six months into his job as the Ellis’s private pilot. Within days, Hugh is deployed to the Pacific as a navy pilot, while Vera’s flying instructor and best friend joins the Women’s Auxiliary Ferrying Squadron. Left alone, her parents’ words haunt her: If you really wanted to serve your country, you wouldn’t have dropped out of nursing school. In an exchange for a favor that Vera can’t refuse, she is pulled into the Ellis family affairs by the desperate mother of the missing child. The Ellis family, Vera learns firsthand, is as dangerous as they are rich. Soon, she is in a race to save the child’s life, and it could be the only way she can save her own.",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660839632i/62013721.jpg,1737360764,4.26,Fiction
Twice in a Lifetime,Melissa Baron,"The Time Traveler's Wife meets Oona Out of Order in this imaginative and moving debut novel of a love more powerful than time. Isla has fled the city for small-town Missouri in the wake of a painful and exhausting year. With her chronic anxiety at a fever pitch, the last thing she expects is to meet a genuine romantic prospect. And she doesn’t. But she does get a text from a man who seems to think he’s her husband. Obviously, a wrong number—except when she points this out, the mystery texter sends back a picture. Of them—on their wedding day. Isla cautiously starts up a texting relationship with her maybe-hoax, maybe-husband Ewan, who claims to be reaching out from a few years into the future. Ewan knows Isla incredibly well, and seems to love her exactly as she is, which she can hardly fathom. But he’s also grieving, because in the future, he and Isla are no longer together. Ewan is texting back through time to save her from a fate he is unwilling to share—and all she can do to prevent that fate is to learn to be happy, now, in the body she has, with the mind she has. The only trouble is the steps she takes in that direction might be steps away from a future with Ewan. Melissa Baron’s time-crossed romance features a quintessentially endearing and brave protagonist, and an engrossing plot that will keep you turning pages until its breathtaking finish",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1653743096i/60774865.jpg,1639101365,3.93,Fiction
"Vinyl Resting Place (Record Shop Mystery, #1)",Olivia Blacke,"First in a new series by Olivia Blacke, Vinyl Resting Place follows three sisters who discover that opening a family business can be murder.When Juni Jessup and her sisters Tansy and Maggie put all their beans in one basket to open Sip & Spin Records, a record-slash-coffee shop in Cedar River, Texas, they knew there could be some scratches on the track, but no one was expecting to find a body deader than disco in the supply closet.Family is everything to the Jessups, so when their uncle is arrested by Juni’s heartbreaking ex on suspicion of murder, the sisters don’t skip a beat putting Sip & Spin up for bail collateral. But their tune changes abruptly when Uncle Calvin disappears, leaving them in a grind. With their uncle’s freedom and the future of their small business on the line, it’s up to Juni and her sisters to get in the groove and figure out whodunit before the killer’s trail—and the coffee—goes cold.Music and mocha seem like a blend that should be “Knockin' On Heaven's Door,” but caught up in a murder investigation with her family and their life savings on the line, Juni wonders if she might be on the ""Highway to Hell"" instead",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1664755908i/60784500.jpg,1250860083,4.06,Fiction
The Citadel of Forgotten Myths,Michael Moorcock,"Elric along with his companion Moonglum return, in this prequel set within the early days of Elric’s wanderings, in order to investigate the history of Melniboné and its dragons, known as the Phroon, in this exciting new addition to the Elric Saga from World Fantasy Lifetime Achievement Award winner Michael Moorcock.Elric is the estranged emperor of the Melnibonéan empire, struggling with his nature while desperately striving to move forward with his dying empire alongside the constant thirst of his soul-sucking sword, Stormbringer. Elric is on the hunt for the great Citadel of Forgotten Myths while traveling through the remnants of his empire with his tragic best friend Moonglum, as Elric seeks the answers to the nature of the phroon of The Young Kingdoms. Taking place between the first and second book in the Elric Saga, The Citadel of Forgotten Myths is perfect for longtime fans and those new to this epic fantasy series.",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1668012486i/60321524.jpg,1982199806,3.74,Fiction
ACTING THE PART,Z.R. Ellor,"This delightfully tropey teen romance, perfect for fans of Ashley Poston and Lyla Lee, follows a queer teen actor navigating their gender identity while pretending to date their costar. Queer actor Lily Ashton has found fame playing lesbian warrior Morgantha on the hit TV show Galaxy Spark. Lily knows how little representation queer girls have, so when the showrunners reveal that Morgantha’s on-screen love interest, Alietta, is going to be killed off, Lily orchestrates an elaborate fake-dating scheme with the standoffish actress who plays her, to generate press and ensure a happy ending for the #Morganetta ship. But while playing a doting girlfriend on and offscreen, Lily struggles with whether a word like “girl” applies to them at all. ",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644260465i/57811332.jpg,63157888,2.59,Fiction
"THIS CURSED CROWN (THESE FEATHERED FLAMES, #2)",Alexandra Overy,"Awakening to find herself trapped in a strange tower, Izaveta knows she must find her way back to the Tóurensi palace and claim the throne. But even with an unexpected ally’s help, she worries she might not be able to get news of her survival to her sister and escape this frozen land.",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1623393205i/57803155.jpg,1335418687,3.99,Fiction
THE MANY DATES OF INDIGO,Amber D. Samuel,"Hair done. Nails too. Make-up flawless. Indigo Clark is an accomplished, independent woman. Now she wants a partner to share her fabulous life. Standing on the sidelines of her sister’s third baby shower with her thirtieth birthday around the corner, Indigo is feeling the pressure about one thing she hasn’t yet mastered: a healthy, long-term relationship. As owner of Houston’s hottest destination for luxury shoes and accessories, Indigo excels at finding clients the perfect shoe, but she's having a hard time finding a partner who is her perfect fit. So she approaches her lackluster dating life the same way she does any challenge—with determination—and books her social calendar full of potential suitors.",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1652102600i/60070259.jpg,1990259286,3.64,Fiction
FEEL THE BERN (BERNIE SANDERS MYSTERY #1), Andrew Shaffer,"Who knew fighting for a living wage could be so deadly? Bernie Sanders and his Gen Z intern are drawn into a murder investigation in a small Vermont town in this hilarious spin on cozy mysteries from the New York Times bestselling author of Hope Never Dies: An Obama Biden Mystery Fall is bursting out all over Vermont, and while the rest of the Congress enjoys its recess, Senator Bernie Sanders has returned to his beloved home state for a weekend of events in Eagle Creek, “America’s #1 Leaf Peeping Destination.” It’s up to intern and Eagle Creek native Crash Robertson to keep the senator on schedule—and out of trouble. Crash’s hopes for a quiet homecoming are dashed, however, when the lifeless body of a community banker with ties to “Big Maple” is found in Lake Champlain. While the sheriff’s department closes the case as an accident, a leaked autopsy indicates foul play…with a trail of syrup leading directly to one of the senator’s oldest friends.",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1662682752i/59208211.jpg,198486114X,3.75,Fiction
